Daily averaged kinematic FBC-overflow flux (transport) in Sv

Data references:
Hansen, B., Larsen, K. M. H., Hátún, H., Kristiansen, R., Mortensen, E. Østerhus
Faroe Bank Channel overflow 1995-2015. Havstovan nr. 15-02. Technical report.
http://www.hav.fo/PDF/Ritgerdir/2015/TecRep1502.pdf
Hansen, B., Larsen, K. M. H., Hátún, Østerhus, S. 2016.: A stable Faroe Bank Cha
Ocean Sci., 12, 1205–1220, 2016. www.ocean-sci.net/12/1205/2016/doi:10.5194/os-1
====================
  Year   Mo Da  Flux
2005.084  1 31  2.17
2005.086  2  1  2.74
2005.089  2  2  2.43
2005.092  2  3  2.02
2005.095  2  4  1.76
2005.097  2  5  1.80
2005.100  2  6  1.58
2005.103  2  7  1.81
2005.105  2  8  1.91
2005.108  2  9  1.76
2005.111  2 10  1.76
2005.114  2 11  2.24
2005.116  2 12  2.33
2005.119  2 13  1.97
2005.122  2 14  1.67
2005.125  2 15  1.17
2005.127  2 16  0.81
2005.130  2 17  0.87
2005.133  2 18  0.92
2005.136  2 19  0.75
2005.138  2 20  0.82
2005.141  2 21  1.44
2005.144  2 22  2.23
2005.147  2 23  1.56
2005.149  2 24  1.83
2005.152  2 25  1.76
2005.155  2 26  2.04
2005.158  2 27  2.48
2005.160  2 28  2.30
2005.163  3  1  2.27
2005.166  3  2  2.40
2005.168  3  3  1.52
2005.171  3  4  0.95
2005.174  3  5  0.85
2005.177  3  6  1.11
2005.179  3  7  1.77
2005.182  3  8  2.34
2005.185  3  9  2.54
2005.188  3 10  1.83
2005.190  3 11  1.37
2005.193  3 12  1.37
2005.196  3 13  1.55
2005.199  3 14  1.38
2005.201  3 15  1.12
2005.204  3 16  1.07
2005.207  3 17  1.09
2005.210  3 18  1.59
2005.212  3 19  1.50
2005.215  3 20  1.63
2005.218  3 21  1.94
2005.221  3 22  2.00
2005.223  3 23  2.02
2005.226  3 24  1.65
2005.229  3 25  2.08
2005.232  3 26  2.50
2005.234  3 27  2.95
2005.237  3 28  2.20
2005.240  3 29  1.36
2005.242  3 30  1.28
2005.245  3 31  1.69
2005.248  4  1  2.18
2005.251  4  2  1.86
2005.253  4  3  1.55
2005.256  4  4  1.79
2005.259  4  5  2.21
2005.262  4  6  2.24
2005.264  4  7  1.94
2005.267  4  8  1.57
2005.270  4  9  1.08
2005.273  4 10  1.07
2005.275  4 11  1.26
2005.278  4 12  1.19
2005.281  4 13  1.16
2005.284  4 14  1.16
2005.286  4 15  1.23
2005.289  4 16  1.29
2005.292  4 17  1.64
2005.295  4 18  2.07
2005.297  4 19  1.85
2005.300  4 20  1.71
2005.303  4 21  1.92
2005.305  4 22  2.06
2005.308  4 23  1.92
2005.311  4 24  1.97
2005.314  4 25  2.37
2005.316  4 26  2.90
2005.319  4 27  2.83
2005.322  4 28  2.30
2005.325  4 29  2.25
2005.327  4 30  2.04
2005.330  5  1  1.37
2005.333  5  2  1.33
2005.336  5  3  1.61
2005.338  5  4  1.73
2005.341  5  5  1.53
2005.344  5  6  1.68
2005.347  5  7  1.83
2005.349  5  8  1.85
2005.352  5  9  1.59
2005.355  5 10  1.46
2005.358  5 11  1.55
2005.360  5 12  1.80
2005.363  5 13  1.67
2005.366  5 14  1.55
2005.368  5 15  1.71
2005.371  5 16  1.70
2005.374  5 17  1.61
2005.377  5 18  2.12
2005.379  5 19  3.04
2005.382  5 20  2.78
2005.385  5 21  2.13
2005.388  5 22  2.25
2005.445  6 12  2.10
2005.448  6 13  2.61
2005.451  6 14  2.76
2005.453  6 15  2.53
2005.456  6 16  2.48
2005.459  6 17  2.78
2005.462  6 18  2.71
2005.464  6 19  2.25
2005.467  6 20  2.30
2005.470  6 21  2.37
2005.473  6 22  2.57
2005.475  6 23  2.43
2005.478  6 24  2.60
2005.481  6 25  3.04
2005.484  6 26  2.79
2005.486  6 27  2.47
2005.489  6 28  2.38
2005.492  6 29  2.61
2005.495  6 30  2.68
2005.497  7  1  2.85
2005.500  7  2  3.11
2005.503  7  3  2.49
2005.505  7  4  2.02
2005.508  7  5  1.84
2005.511  7  6  2.10
2005.514  7  7  2.53
2005.516  7  8  2.45
2005.519  7  9  2.48
2005.522  7 10  2.52
2005.525  7 11  2.09
2005.527  7 12  1.65
2005.530  7 13  2.16
2005.533  7 14  2.58
2005.536  7 15  2.79
2005.538  7 16  2.79
2005.541  7 17  2.82
2005.544  7 18  3.02
2005.547  7 19  3.14
2005.549  7 20  2.37
2005.552  7 21  1.84
2005.555  7 22  2.23
2005.558  7 23  2.77
2005.560  7 24  2.55
2005.563  7 25  2.68
2005.566  7 26  3.53
2005.568  7 27  3.67
2005.571  7 28  3.81
2005.574  7 29  2.95
2005.577  7 30  2.61
2005.579  7 31  2.21
2005.582  8  1  1.75
2005.585  8  2  2.35
2005.588  8  3  3.10
2005.590  8  4  3.02
2005.593  8  5  2.65
2005.596  8  6  2.81
2005.599  8  7  3.30
2005.601  8  8  2.66
2005.604  8  9  2.62
2005.607  8 10  2.42
2005.610  8 11  2.28
2005.612  8 12  2.63
2005.615  8 13  2.96
2005.618  8 14  2.72
2005.621  8 15  2.64
2005.623  8 16  2.78
2005.626  8 17  2.84
2005.629  8 18  2.40
2005.632  8 19  2.13
2005.634  8 20  2.34
2005.637  8 21  2.29
2005.640  8 22  1.97
2005.642  8 23  2.21
2005.645  8 24  2.34
2005.648  8 25  1.78
2005.651  8 26  1.67
2005.653  8 27  1.86
2005.656  8 28  2.04
2005.659  8 29  2.00
2005.662  8 30  1.74
2005.664  8 31  1.81
2005.667  9  1  1.91
2005.670  9  2  1.99
2005.673  9  3  2.25
2005.675  9  4  2.25
2005.678  9  5  2.15
2005.681  9  6  1.93
2005.684  9  7  1.88
2005.686  9  8  2.08
2005.689  9  9  2.48
2005.692  9 10  2.49
2005.695  9 11  1.94
2005.697  9 12  2.00
2005.700  9 13  2.66
2005.703  9 14  3.06
2005.705  9 15  3.04
2005.708  9 16  2.84
2005.711  9 17  3.08
2005.714  9 18  2.46
2005.716  9 19  1.68
2005.719  9 20  1.46
2005.722  9 21  1.73
2005.725  9 22  2.05
2005.727  9 23  1.90
2005.730  9 24  1.65
2005.733  9 25  1.71
2005.736  9 26  1.74
2005.738  9 27  1.55
2005.741  9 28  1.44
2005.744  9 29  1.70
2005.747  9 30  1.98
2005.749 10  1  1.88
2005.752 10  2  2.02
2005.755 10  3  2.30
2005.758 10  4  2.36
2005.760 10  5  2.03
2005.763 10  6  1.89
2005.766 10  7  1.84
2005.768 10  8  1.76
2005.771 10  9  1.75
2005.774 10 10  1.82
2005.777 10 11  1.47
2005.779 10 12  1.53
2005.782 10 13  1.86
2005.785 10 14  2.44
2005.788 10 15  3.46
2005.790 10 16  3.49
2005.793 10 17  3.31
2005.796 10 18  3.18
2005.799 10 19  3.11
2005.801 10 20  2.80
2005.804 10 21  2.66
2005.807 10 22  2.71
2005.810 10 23  2.55
2005.812 10 24  2.13
2005.815 10 25  1.84
2005.818 10 26  1.81
2005.821 10 27  2.67
2005.823 10 28  2.55
2005.826 10 29  1.75
2005.829 10 30  2.02
2005.832 10 31  2.57
2005.834 11  1  2.33
2005.837 11  2  2.17
2005.840 11  3  2.34
2005.842 11  4  2.81
2005.845 11  5  2.45
2005.848 11  6  2.44
2005.851 11  7  2.34
2005.853 11  8  2.18
2005.856 11  9  2.02
2005.859 11 10  1.66
2005.862 11 11  1.79
2005.864 11 12  2.00
2005.867 11 13  1.81
2005.870 11 14  1.52
2005.873 11 15  1.42
2005.875 11 16  1.70
2005.878 11 17  1.68
2005.881 11 18  1.57
2005.884 11 19  1.69
2005.886 11 20  1.76
2005.889 11 21  1.76
2005.892 11 22  2.09
2005.895 11 23  2.51
2005.897 11 24  2.60
2005.900 11 25  2.47
2005.903 11 26  2.62
2005.905 11 27  2.86
2005.908 11 28  2.44
2005.911 11 29  1.59
2005.914 11 30  1.30
2005.916 12  1  1.58
2005.919 12  2  1.70
2005.922 12  3  1.64
2005.925 12  4  1.60
2005.927 12  5  1.67
2005.930 12  6  1.69
2005.933 12  7  1.83
2005.936 12  8  1.79
2005.938 12  9  1.53
2005.941 12 10  1.39
2005.944 12 11  1.34
2005.947 12 12  1.66
2005.949 12 13  2.17
2005.952 12 14  2.08
2005.955 12 15  1.73
2005.958 12 16  1.50
2005.960 12 17  1.46
2005.963 12 18  1.42
2005.966 12 19  1.28
2005.968 12 20  1.47
2005.971 12 21  1.60
2005.974 12 22  2.05
2005.977 12 23  1.76
2005.979 12 24  1.65
2005.982 12 25  1.96
2005.985 12 26  2.47
2005.988 12 27  2.45
2005.990 12 28  2.47
2005.993 12 29  2.47
2005.996 12 30  2.59
2005.999 12 31  2.55
2006.001  1  1  2.11
2006.004  1  2  1.77
2006.007  1  3  1.68
2006.010  1  4  1.97
2006.012  1  5  2.67
2006.015  1  6  2.78
2006.018  1  7  2.62
2006.021  1  8  2.52
2006.023  1  9  2.28
2006.026  1 10  1.76
2006.029  1 11  1.44
2006.032  1 12  1.12
2006.034  1 13  1.26
2006.037  1 14  1.66
2006.040  1 15  2.45
2006.042  1 16  2.28
2006.045  1 17  2.16
2006.048  1 18  1.93
2006.051  1 19  1.78
2006.053  1 20  1.58
2006.056  1 21  1.51
2006.059  1 22  1.45
2006.062  1 23  1.18
2006.064  1 24  1.27
2006.067  1 25  1.50
2006.070  1 26  1.59
2006.073  1 27  1.84
2006.075  1 28  2.06
2006.078  1 29  1.95
2006.081  1 30  1.82
2006.084  1 31  1.86
2006.086  2  1  2.13
2006.089  2  2  2.24
2006.092  2  3  2.56
2006.095  2  4  2.10
2006.097  2  5  1.75
2006.100  2  6  1.87
2006.103  2  7  1.88
2006.105  2  8  1.56
2006.108  2  9  1.31
2006.111  2 10  1.59
2006.114  2 11  2.12
2006.116  2 12  2.42
2006.119  2 13  1.93
2006.122  2 14  1.50
2006.125  2 15  1.32
2006.127  2 16  1.36
2006.130  2 17  1.37
2006.133  2 18  1.19
2006.136  2 19  1.26
2006.138  2 20  1.36
2006.141  2 21  1.34
2006.144  2 22  1.49
2006.147  2 23  1.91
2006.149  2 24  2.29
2006.152  2 25  2.24
2006.155  2 26  2.84
2006.158  2 27  3.68
2006.160  2 28  4.26
2006.163  3  1  4.32
2006.166  3  2  3.00
2006.168  3  3  1.98
2006.171  3  4  1.27
2006.174  3  5  1.20
2006.177  3  6  1.26
2006.179  3  7  1.55
2006.182  3  8  1.36
2006.185  3  9  1.17
2006.188  3 10  1.13
2006.190  3 11  1.31
2006.193  3 12  2.03
2006.196  3 13  2.33
2006.199  3 14  1.52
2006.201  3 15  1.83
2006.204  3 16  1.72
2006.207  3 17  1.39
2006.210  3 18  1.53
2006.212  3 19  1.81
2006.215  3 20  2.29
2006.218  3 21  2.41
2006.221  3 22  1.96
2006.223  3 23  1.77
2006.226  3 24  2.10
2006.229  3 25  2.92
2006.232  3 26  2.62
2006.234  3 27  1.48
2006.237  3 28  1.37
2006.240  3 29  1.71
2006.242  3 30  1.56
2006.245  3 31  1.26
2006.248  4  1  1.48
2006.251  4  2  1.59
2006.253  4  3  2.11
2006.256  4  4  2.74
2006.259  4  5  1.67
2006.262  4  6  1.18
2006.264  4  7  1.34
2006.267  4  8  1.72
2006.270  4  9  1.60
2006.273  4 10  1.74
2006.275  4 11  1.62
2006.278  4 12  1.45
2006.281  4 13  1.43
2006.284  4 14  1.17
2006.286  4 15  1.37
2006.289  4 16  1.44
2006.292  4 17  1.24
2006.295  4 18  1.55
2006.297  4 19  2.10
2006.300  4 20  1.90
2006.303  4 21  2.06
2006.305  4 22  2.11
2006.308  4 23  1.86
2006.311  4 24  2.18
2006.314  4 25  2.57
2006.316  4 26  2.76
2006.319  4 27  2.19
2006.322  4 28  1.58
2006.325  4 29  2.13
2006.327  4 30  2.59
2006.330  5  1  2.06
2006.333  5  2  1.53
2006.336  5  3  1.72
2006.338  5  4  2.25
2006.341  5  5  2.33
2006.344  5  6  2.34
2006.347  5  7  2.02
2006.349  5  8  2.61
2006.352  5  9  3.10
2006.355  5 10  3.19
2006.358  5 11  3.13
2006.360  5 12  2.49
2006.363  5 13  2.31
2006.366  5 14  2.53
2006.368  5 15  2.25
2006.371  5 16  2.09
2006.374  5 17  2.46
2006.377  5 18  2.86
2006.379  5 19  2.61
2006.382  5 20  2.68
2006.385  5 21  2.38
2006.388  5 22  1.72
2006.390  5 23  1.80
2006.448  6 13  1.46
2006.451  6 14  1.58
2006.453  6 15  2.35
2006.456  6 16  2.45
2006.459  6 17  2.55
2006.462  6 18  2.72
2006.464  6 19  2.59
2006.467  6 20  2.76
2006.470  6 21  3.03
2006.473  6 22  3.00
2006.475  6 23  2.70
2006.478  6 24  2.85
2006.481  6 25  2.29
2006.484  6 26  2.31
2006.486  6 27  2.69
2006.489  6 28  2.91
2006.492  6 29  2.68
2006.495  6 30  3.03
2006.497  7  1  3.04
2006.500  7  2  2.86
2006.503  7  3  2.74
2006.505  7  4  2.79
2006.508  7  5  2.89
2006.511  7  6  2.61
2006.514  7  7  2.62
2006.516  7  8  2.29
2006.519  7  9  2.03
2006.522  7 10  1.91
2006.525  7 11  1.65
2006.527  7 12  1.68
2006.530  7 13  2.19
2006.533  7 14  2.59
2006.536  7 15  2.42
2006.538  7 16  1.99
2006.541  7 17  2.28
2006.544  7 18  2.63
2006.547  7 19  2.62
2006.549  7 20  2.57
2006.552  7 21  2.23
2006.555  7 22  1.95
2006.558  7 23  2.00
2006.560  7 24  2.16
2006.563  7 25  2.65
2006.566  7 26  2.80
2006.568  7 27  3.00
2006.571  7 28  3.05
2006.574  7 29  2.95
2006.577  7 30  3.48
2006.579  7 31  2.76
2006.582  8  1  2.44
2006.585  8  2  2.81
2006.588  8  3  3.14
2006.590  8  4  2.98
2006.593  8  5  2.93
2006.596  8  6  3.02
2006.599  8  7  2.42
2006.601  8  8  2.59
2006.604  8  9  2.31
2006.607  8 10  2.52
2006.610  8 11  3.31
2006.612  8 12  2.89
2006.615  8 13  2.63
2006.618  8 14  3.14
2006.621  8 15  2.58
2006.623  8 16  2.25
2006.626  8 17  2.49
2006.629  8 18  2.89
2006.632  8 19  2.74
2006.634  8 20  2.87
2006.637  8 21  2.86
2006.640  8 22  3.04
2006.642  8 23  2.76
2006.645  8 24  2.36
2006.648  8 25  2.19
2006.651  8 26  2.44
2006.653  8 27  2.53
2006.656  8 28  2.39
2006.659  8 29  2.45
2006.662  8 30  2.36
2006.664  8 31  2.16
2006.667  9  1  2.12
2006.670  9  2  2.00
2006.673  9  3  1.95
2006.675  9  4  2.19
2006.678  9  5  2.85
2006.681  9  6  3.02
2006.684  9  7  2.99
2006.686  9  8  3.21
2006.689  9  9  3.16
2006.692  9 10  3.05
2006.695  9 11  2.66
2006.697  9 12  1.92
2006.700  9 13  1.64
2006.703  9 14  1.62
2006.705  9 15  2.07
2006.708  9 16  2.44
2006.711  9 17  2.39
2006.714  9 18  1.92
2006.716  9 19  1.99
2006.719  9 20  2.44
2006.722  9 21  2.99
2006.725  9 22  2.94
2006.727  9 23  2.75
2006.730  9 24  3.11
2006.733  9 25  3.47
2006.736  9 26  3.47
2006.738  9 27  3.27
2006.741  9 28  3.13
2006.744  9 29  2.39
2006.747  9 30  2.47
2006.749 10  1  3.25
2006.752 10  2  3.27
2006.755 10  3  2.86
2006.758 10  4  3.43
2006.760 10  5  3.58
2006.763 10  6  2.99
2006.766 10  7  3.17
2006.768 10  8  2.77
2006.771 10  9  1.96
2006.774 10 10  1.52
2006.777 10 11  1.38
2006.779 10 12  1.38
2006.782 10 13  1.39
2006.785 10 14  1.65
2006.788 10 15  2.23
2006.790 10 16  3.61
2006.793 10 17  3.73
2006.796 10 18  3.58
2006.799 10 19  3.61
2006.801 10 20  3.38
2006.804 10 21  2.90
2006.807 10 22  3.11
2006.810 10 23  2.88
2006.812 10 24  2.04
2006.815 10 25  1.96
2006.818 10 26  2.57
2006.821 10 27  2.71
2006.823 10 28  1.64
2006.826 10 29  1.79
2006.829 10 30  2.92
2006.832 10 31  4.11
2006.834 11  1  3.89
2006.837 11  2  3.60
2006.840 11  3  2.63
2006.842 11  4  2.38
2006.845 11  5  1.67
2006.848 11  6  1.52
2006.851 11  7  1.29
2006.853 11  8  1.22
2006.856 11  9  1.15
2006.859 11 10  1.33
2006.862 11 11  1.12
2006.864 11 12  1.08
2006.867 11 13  1.21
2006.870 11 14  1.49
2006.873 11 15  2.30
2006.875 11 16  2.34
2006.878 11 17  1.83
2006.881 11 18  1.76
2006.884 11 19  1.76
2006.886 11 20  1.96
2006.889 11 21  1.70
2006.892 11 22  2.03
2006.895 11 23  1.96
2006.897 11 24  2.06
2006.900 11 25  2.17
2006.903 11 26  2.10
2006.905 11 27  2.48
2006.908 11 28  2.61
2006.911 11 29  2.38
2006.914 11 30  2.56
2006.916 12  1  2.26
2006.919 12  2  2.36
2006.922 12  3  2.39
2006.925 12  4  2.05
2006.927 12  5  2.20
2006.930 12  6  2.24
2006.933 12  7  2.32
2006.936 12  8  2.08
2006.938 12  9  1.88
2006.941 12 10  1.91
2006.944 12 11  1.62
2006.947 12 12  1.34
2006.949 12 13  1.52
2006.952 12 14  1.74
2006.955 12 15  1.84
2006.958 12 16  2.19
2006.960 12 17  2.35
2006.963 12 18  2.42
2006.966 12 19  2.19
2006.968 12 20  1.97
2006.971 12 21  2.10
2006.974 12 22  2.27
2006.977 12 23  2.63
2006.979 12 24  2.61
2006.982 12 25  2.40
2006.985 12 26  2.26
2006.988 12 27  2.60
2006.990 12 28  2.84
2006.993 12 29  2.82
2006.996 12 30  2.18
2006.999 12 31  1.68
2007.001  1  1  1.59
2007.004  1  2  1.51
2007.007  1  3  1.81
2007.010  1  4  1.75
2007.012  1  5  2.30
2007.015  1  6  2.17
2007.018  1  7  1.78
2007.021  1  8  1.60
2007.023  1  9  2.06
2007.026  1 10  2.26
2007.029  1 11  1.92
2007.032  1 12  1.41
2007.034  1 13  1.95
2007.037  1 14  2.34
2007.040  1 15  1.89
2007.042  1 16  1.62
2007.045  1 17  2.30
2007.048  1 18  2.67
2007.051  1 19  2.05
2007.053  1 20  1.79
2007.056  1 21  2.61
2007.059  1 22  3.81
2007.062  1 23  3.22
2007.064  1 24  2.39
2007.067  1 25  2.02
2007.070  1 26  2.14
2007.073  1 27  2.70
2007.075  1 28  2.46
2007.078  1 29  2.20
2007.081  1 30  1.84
2007.084  1 31  1.63
2007.086  2  1  1.86
2007.089  2  2  1.80
2007.092  2  3  1.91
2007.095  2  4  1.72
2007.097  2  5  2.19
2007.100  2  6  2.23
2007.103  2  7  2.00
2007.105  2  8  1.81
2007.108  2  9  2.37
2007.111  2 10  2.29
2007.114  2 11  2.05
2007.116  2 12  1.73
2007.119  2 13  1.96
2007.122  2 14  2.75
2007.125  2 15  3.51
2007.127  2 16  2.80
2007.130  2 17  2.28
2007.133  2 18  2.89
2007.136  2 19  2.61
2007.138  2 20  2.61
2007.141  2 21  3.23
2007.144  2 22  3.90
2007.147  2 23  3.58
2007.149  2 24  3.20
2007.152  2 25  3.10
2007.155  2 26  2.58
2007.158  2 27  1.95
2007.160  2 28  1.84
2007.163  3  1  2.10
2007.166  3  2  2.89
2007.168  3  3  2.73
2007.171  3  4  1.91
2007.174  3  5  2.12
2007.177  3  6  2.04
2007.179  3  7  2.04
2007.182  3  8  1.54
2007.185  3  9  1.20
2007.188  3 10  1.12
2007.190  3 11  0.96
2007.193  3 12  1.04
2007.196  3 13  1.27
2007.199  3 14  1.59
2007.201  3 15  2.14
2007.204  3 16  1.82
2007.207  3 17  1.48
2007.210  3 18  1.27
2007.212  3 19  1.20
2007.215  3 20  1.38
2007.218  3 21  1.32
2007.221  3 22  1.15
2007.223  3 23  1.33
2007.226  3 24  1.43
2007.229  3 25  1.70
2007.232  3 26  1.62
2007.234  3 27  1.46
2007.237  3 28  2.25
2007.240  3 29  2.76
2007.242  3 30  3.00
2007.245  3 31  2.47
2007.248  4  1  1.62
2007.251  4  2  2.22
2007.253  4  3  2.11
2007.256  4  4  1.48
2007.259  4  5  1.33
2007.262  4  6  1.79
2007.264  4  7  2.06
2007.267  4  8  1.44
2007.270  4  9  1.04
2007.273  4 10  0.83
2007.275  4 11  1.07
2007.278  4 12  1.72
2007.281  4 13  2.14
2007.284  4 14  2.03
2007.286  4 15  1.78
2007.289  4 16  1.37
2007.292  4 17  1.46
2007.295  4 18  1.40
2007.297  4 19  1.67
2007.300  4 20  1.90
2007.303  4 21  1.90
2007.305  4 22  2.00
2007.308  4 23  2.16
2007.311  4 24  1.70
2007.314  4 25  1.56
2007.316  4 26  1.78
2007.319  4 27  2.33
2007.322  4 28  2.63
2007.325  4 29  2.58
2007.327  4 30  2.41
2007.330  5  1  2.75
2007.333  5  2  2.42
2007.336  5  3  2.19
2007.338  5  4  2.52
2007.341  5  5  2.38
2007.344  5  6  1.95
2007.347  5  7  1.65
2007.349  5  8  2.06
2007.352  5  9  2.17
2007.355  5 10  1.61
2007.358  5 11  1.77
2007.360  5 12  2.33
2007.363  5 13  2.55
2007.366  5 14  2.51
2007.368  5 15  2.11
2007.371  5 16  2.35
2007.374  5 17  2.42
2007.377  5 18  2.00
2007.440  6 10  2.48
2007.442  6 11  2.63
2007.445  6 12  3.11
2007.448  6 13  2.29
2007.451  6 14  2.04
2007.453  6 15  2.93
2007.456  6 16  3.29
2007.459  6 17  2.40
2007.462  6 18  2.18
2007.464  6 19  3.29
2007.467  6 20  3.66
2007.470  6 21  2.62
2007.473  6 22  2.58
2007.475  6 23  3.66
2007.478  6 24  3.67
2007.481  6 25  2.78
2007.484  6 26  2.59
2007.486  6 27  2.59
2007.489  6 28  1.98
2007.492  6 29  1.77
2007.495  6 30  1.90
2007.497  7  1  2.61
2007.500  7  2  3.04
2007.503  7  3  2.65
2007.505  7  4  2.44
2007.508  7  5  2.55
2007.511  7  6  2.51
2007.514  7  7  2.43
2007.516  7  8  2.97
2007.519  7  9  3.02
2007.522  7 10  2.52
2007.525  7 11  2.12
2007.527  7 12  2.08
2007.530  7 13  2.04
2007.533  7 14  2.24
2007.536  7 15  2.21
2007.538  7 16  3.23
2007.541  7 17  3.85
2007.544  7 18  3.05
2007.547  7 19  2.93
2007.549  7 20  2.79
2007.552  7 21  2.57
2007.555  7 22  2.61
2007.558  7 23  3.33
2007.560  7 24  4.03
2007.563  7 25  2.50
2007.566  7 26  2.01
2007.568  7 27  3.21
2007.571  7 28  3.07
2007.574  7 29  2.39
2007.577  7 30  3.25
2007.579  7 31  3.70
2007.582  8  1  3.10
2007.585  8  2  3.22
2007.588  8  3  3.18
2007.590  8  4  2.08
2007.593  8  5  1.68
2007.596  8  6  2.34
2007.599  8  7  2.55
2007.601  8  8  2.30
2007.604  8  9  2.36
2007.607  8 10  2.87
2007.610  8 11  3.14
2007.612  8 12  2.61
2007.615  8 13  2.51
2007.618  8 14  2.52
2007.621  8 15  2.37
2007.623  8 16  2.15
2007.626  8 17  2.04
2007.629  8 18  2.14
2007.632  8 19  2.13
2007.634  8 20  2.03
2007.637  8 21  2.12
2007.640  8 22  2.22
2007.642  8 23  2.21
2007.645  8 24  2.19
2007.648  8 25  1.88
2007.651  8 26  2.11
2007.653  8 27  2.72
2007.656  8 28  3.18
2007.659  8 29  3.28
2007.662  8 30  3.05
2007.664  8 31  2.87
2007.667  9  1  2.93
2007.670  9  2  2.50
2007.673  9  3  2.22
2007.675  9  4  2.18
2007.678  9  5  2.12
2007.681  9  6  2.18
2007.684  9  7  2.28
2007.686  9  8  2.45
2007.689  9  9  2.59
2007.692  9 10  2.46
2007.695  9 11  2.58
2007.697  9 12  2.56
2007.700  9 13  2.46
2007.703  9 14  2.15
2007.705  9 15  2.32
2007.708  9 16  2.44
2007.711  9 17  2.48
2007.714  9 18  2.64
2007.716  9 19  2.83
2007.719  9 20  2.19
2007.722  9 21  1.46
2007.725  9 22  1.39
2007.727  9 23  2.12
2007.730  9 24  2.28
2007.733  9 25  2.26
2007.736  9 26  2.28
2007.738  9 27  2.46
2007.741  9 28  2.62
2007.744  9 29  2.76
2007.747  9 30  2.34
2007.749 10  1  1.91
2007.752 10  2  1.73
2007.755 10  3  1.71
2007.758 10  4  1.90
2007.760 10  5  2.14
2007.763 10  6  1.92
2007.766 10  7  2.00
2007.768 10  8  2.45
2007.771 10  9  2.74
2007.774 10 10  3.01
2007.777 10 11  2.70
2007.779 10 12  2.71
2007.782 10 13  2.95
2007.785 10 14  2.81
2007.788 10 15  2.43
2007.790 10 16  2.22
2007.793 10 17  2.71
2007.796 10 18  2.85
2007.799 10 19  2.68
2007.801 10 20  3.11
2007.804 10 21  3.70
2007.807 10 22  3.38
2007.810 10 23  3.35
2007.812 10 24  3.15
2007.815 10 25  2.56
2007.818 10 26  2.24
2007.821 10 27  1.94
2007.823 10 28  1.71
2007.826 10 29  1.65
2007.829 10 30  1.70
2007.832 10 31  1.87
2007.834 11  1  2.32
2007.837 11  2  2.92
2007.840 11  3  3.10
2007.842 11  4  3.36
2007.845 11  5  2.87
2007.848 11  6  2.29
2007.851 11  7  1.71
2007.853 11  8  1.96
2007.856 11  9  2.22
2007.859 11 10  2.47
2007.862 11 11  2.29
2007.864 11 12  2.44
2007.867 11 13  2.49
2007.870 11 14  2.50
2007.873 11 15  2.53
2007.875 11 16  2.27
2007.878 11 17  2.08
2007.881 11 18  2.00
2007.884 11 19  2.26
2007.886 11 20  2.60
2007.889 11 21  2.63
2007.892 11 22  2.12
2007.895 11 23  2.13
2007.897 11 24  1.76
2007.900 11 25  1.77
2007.903 11 26  1.98
2007.905 11 27  2.13
2007.908 11 28  1.92
2007.911 11 29  2.57
2007.914 11 30  3.47
2007.916 12  1  3.57
2007.919 12  2  2.68
2007.922 12  3  1.87
2007.925 12  4  1.89
2007.927 12  5  2.16
2007.930 12  6  2.08
2007.933 12  7  2.27
2007.936 12  8  2.26
2007.938 12  9  2.35
2007.941 12 10  2.73
2007.944 12 11  2.82
2007.947 12 12  3.07
2007.949 12 13  3.11
2007.952 12 14  3.04
2007.955 12 15  3.48
2007.958 12 16  3.41
2007.960 12 17  2.97
2007.963 12 18  3.58
2007.966 12 19  3.65
